year,result_code,electoral_district_name,polling_division_name,party,candidate,votes,percentage,affiliation
1994,01E,Colombo,Colombo West,PA,Chandrika Kumaratunga,14329,61.41,blue
1994,01E,Colombo,Colombo West,UNP,Srimathi Dissanayake,8557,36.67,green
1994,01E,Colombo,Colombo West,SMBP,Harischandra Wijayatunga,179,0.77,
1994,01E,Colombo,Colombo West,Ind 1,Arthur Jayasena Ranasinghe,180,0.77,
1994,01E,Colombo,Colombo West,Ind 2,Hudson Samarasinghe,68,0.29,
1994,01E,Colombo,Colombo West,SLPF,G. A. Nihal,19,0.08,
1999,01E,Colombo,Colombo West,PA,Chandrika Kumaratunga,7327,28.96,blue
1999,01E,Colombo,Colombo West,UNP,Ranil Wickremesinghe,16531,65.35,green
1999,01E,Colombo,Colombo West,JVP,M. D. Nandana Gunathilake,406,1.6,red
1999,01E,Colombo,Colombo West,SMBP,Harischandra Wijayatunga,210,0.83,
1999,01E,Colombo,Colombo West,LDA,Vasudeva Nanayakkara,539,2.13,
1999,01E,Colombo,Colombo West,SLMP,Abdul Rasool,92,0.36,purple
1999,01E,Colombo,Colombo West,Liberal,Rajiva Wijesinha,99,0.39,
1999,01E,Colombo,Colombo West,Ind 1,T. Edirisuriya,36,0.14,
1999,01E,Colombo,Colombo West,Ind 2,W. V. M. Ranjith,17,0.07,
1999,01E,Colombo,Colombo West,PLSF,Kamal Karunadasa,13,0.05,
1999,01E,Colombo,Colombo West,Ind 3,Hudson Samarasinghe,15,0.06,
1999,01E,Colombo,Colombo West,DUNF,A. Dissanayaka,7,0.03,
1999,01E,Colombo,Colombo West,PFF,A. W. Premawardhana,6,0.02,
2005,01E,Colombo,Colombo West,UNP,Ranil Wickremesinghe,20475,79.16,green
2005,01E,Colombo,Colombo West,UPFA,Mahinda Rajapaksa,5104,19.73,blue
2005,01E,Colombo,Colombo West,USP,Siritunga Jayasuriya,52,0.2,
2005,01E,Colombo,Colombo West,ULPP,Victor Hettigoda,129,0.5,
2005,01E,Colombo,Colombo West,JSP,A. A. Suraweera,22,0.09,
2005,01E,Colombo,Colombo West,NLF,Chamil Jayaneththi,37,0.14,
2005,01E,Colombo,Colombo West,ULF,Anura De Silva,10,0.04,
2005,01E,Colombo,Colombo West,RPP,Aruna de Soyza,3,0.01,
2005,01E,Colombo,Colombo West,SLNF,Wimal Geeganage,10,0.04,
2005,01E,Colombo,Colombo West,SEP,Wije Dias,10,0.04,
2005,01E,Colombo,Colombo West,DUA,A. K. J. Arachchige,5,0.02,
2005,01E,Colombo,Colombo West,SLPF,P. Nelson Perera,7,0.03,
2005,01E,Colombo,Colombo West,UNAF,H. S. Dharmadwaja,1,0.0,
2010,01E,Colombo,Colombo West,UPFA,Mahinda Rajapaksa,6350,24.39,blue
2010,01E,Colombo,Colombo West,NDF,Sarath Fonseka,19211,73.8,green
2010,01E,Colombo,Colombo West,SLLP,A. S. P. Liyanage,33,0.13,
2010,01E,Colombo,Colombo West,DUNF,M. C. M. Ismail,45,0.17,
2010,01E,Colombo,Colombo West,UDF,C. J. Sugathsiri Gamage,43,0.17,
2010,01E,Colombo,Colombo West,JSP,A. A. Suraweera,20,0.08,
2010,01E,Colombo,Colombo West,Ind 1,W. V. M. Ranjith,18,0.07,
2010,01E,Colombo,Colombo West,LF,Vikramabahu Karunaratne,104,0.4,
2010,01E,Colombo,Colombo West,ONF,Lal Perera,18,0.07,
2010,01E,Colombo,Colombo West,NSH,Sarath Manamendra,19,0.07,
2010,01E,Colombo,Colombo West,Ind 3,Ukkubanda Wijekoon,29,0.11,
2010,01E,Colombo,Colombo West,Ind 5,M. K. Shivajilingam,63,0.24,
2010,01E,Colombo,Colombo West,USP,Siritunga Jayasuriya,10,0.04,
2010,01E,Colombo,Colombo West,Ind 2,Aithurus Mohamed Illias,12,0.05,
2010,01E,Colombo,Colombo West,SEP,Wije Dias,21,0.08,
2010,01E,Colombo,Colombo West,JP,Baththaramulle Seelarathana Thero,1,0.0,
2010,01E,Colombo,Colombo West,NA,Sanath Pinnaduwa,5,0.02,
2010,01E,Colombo,Colombo West,Ind 4,M. Mohamed Musthaffa,5,0.02,
2010,01E,Colombo,Colombo West,UNAF,Sarath Kongahage,8,0.03,
2010,01E,Colombo,Colombo West,RPP,Aruna de Soyza,5,0.02,
2010,01E,Colombo,Colombo West,PNF,Senaratna de Silva,5,0.02,
2010,01E,Colombo,Colombo West,ACAKO,M. B. Theminimulla,5,0.02,
2015,01E,Colombo,Colombo West,I-AMI,Aithurus Mohamed Illias,12,0.04,
2015,01E,Colombo,Colombo West,UPF,Maulawi Ibrahim Mohanmed Mishlar,14,0.05,
2015,01E,Colombo,Colombo West,DNM,Prasanna Priyankara,8,0.03,
2015,01E,Colombo,Colombo West,SLNF,Wimal Geeganage,4,0.01,
2015,01E,Colombo,Colombo West,USP,Siritunga Jayasuriya,19,0.06,
2015,01E,Colombo,Colombo West,AACAAKO,M. B. Theminimulla,6,0.02,
2015,01E,Colombo,Colombo West,SEP,Pani Wijesiriwardane,12,0.04,
2015,01E,Colombo,Colombo West,FSP,Duminda Nagamuwa,8,0.03,
2015,01E,Colombo,Colombo West,SLLP,A. S. P. Liyanage,21,0.07,
2015,01E,Colombo,Colombo West,NDF,Maithripala Sirisena,23915,78.99,green
2015,01E,Colombo,Colombo West,ULPP,Ruwanthilaka Peduru Arachchi,15,0.05,
2015,01E,Colombo,Colombo West,I-AP,Anuruddha Polgampala,9,0.03,
2015,01E,Colombo,Colombo West,JSP,Baththaramulle Seelarathana Thero,8,0.03,
2015,01E,Colombo,Colombo West,NSH,Sarath Manamendra,11,0.04,
2015,01E,Colombo,Colombo West,PNF,Arachchige Rathnayaka Sirisena,12,0.04,
2015,01E,Colombo,Colombo West,UPFA,Mahinda Rajapaksa,6164,20.36,blue
2015,01E,Colombo,Colombo West,ONF,Namal Ajith Rajapaksa,13,0.04,
2015,01E,Colombo,Colombo West,NSSP,Sundaram Mahendran,22,0.07,red
2015,01E,Colombo,Colombo West,ULGC,Jayantha Kulathunga,2,0.01,
1982,01F,Colombo,Dehiwala,UNP,Junius Richard Jayewardene,23730,60.73,green
1982,01F,Colombo,Dehiwala,SLFP,Hector Kobbekaduwa,13194,33.76,blue
1982,01F,Colombo,Dehiwala,JVP,Rohana Wijeweera,1139,2.91,red
1982,01F,Colombo,Dehiwala,LSSP,Colvin Reginald de Silva,695,1.78,red
1982,01F,Colombo,Dehiwala,ACTC,Kumar Ponnambalam,201,0.51,yellow
1982,01F,Colombo,Dehiwala,NSSP,Vasudeva Nanayakkara,117,0.3,red
1988,01F,Colombo,Dehiwala,UNP,Ranasinghe Premadasa,18326,50.03,green
1988,01F,Colombo,Dehiwala,SLFP,Sirimavo Bandaranaike,16599,45.31,blue
1988,01F,Colombo,Dehiwala,SLPP,Oswin Abeygunasekara,1707,4.66,purple
1994,01F,Colombo,Dehiwala,PA,Chandrika Kumaratunga,23977,63.99,blue
1994,01F,Colombo,Dehiwala,UNP,Srimathi Dissanayake,12783,34.12,green
1994,01F,Colombo,Dehiwala,SMBP,Harischandra Wijayatunga,326,0.87,
1994,01F,Colombo,Dehiwala,Ind 1,Arthur Jayasena Ranasinghe,195,0.52,
1994,01F,Colombo,Dehiwala,Ind 2,Hudson Samarasinghe,111,0.3,
1994,01F,Colombo,Dehiwala,SLPF,G. A. Nihal,78,0.21,
1999,01F,Colombo,Dehiwala,PA,Chandrika Kumaratunga,18683,46.48,blue
1999,01F,Colombo,Dehiwala,UNP,Ranil Wickremesinghe,19126,47.58,green
1999,01F,Colombo,Dehiwala,JVP,M. D. Nandana Gunathilake,1346,3.35,red
1999,01F,Colombo,Dehiwala,SMBP,Harischandra Wijayatunga,412,1.03,
1999,01F,Colombo,Dehiwala,LDA,Vasudeva Nanayakkara,324,0.81,
1999,01F,Colombo,Dehiwala,SLMP,Abdul Rasool,86,0.21,purple
1999,01F,Colombo,Dehiwala,Liberal,Rajiva Wijesinha,78,0.19,
1999,01F,Colombo,Dehiwala,Ind 1,T. Edirisuriya,44,0.11,
1999,01F,Colombo,Dehiwala,Ind 2,W. V. M. Ranjith,33,0.08,
1999,01F,Colombo,Dehiwala,PLSF,Kamal Karunadasa,17,0.04,
1999,01F,Colombo,Dehiwala,Ind 3,Hudson Samarasinghe,9,0.02,
1999,01F,Colombo,Dehiwala,DUNF,A. Dissanayaka,20,0.05,
1999,01F,Colombo,Dehiwala,PFF,A. W. Premawardhana,16,0.04,
2005,01F,Colombo,Dehiwala,UNP,Ranil Wickremesinghe,24660,57.25,green
2005,01F,Colombo,Dehiwala,UPFA,Mahinda Rajapaksa,18005,41.8,blue
2005,01F,Colombo,Dehiwala,USP,Siritunga Jayasuriya,67,0.16,
2005,01F,Colombo,Dehiwala,ULPP,Victor Hettigoda,158,0.37,
2005,01F,Colombo,Dehiwala,JSP,A. A. Suraweera,57,0.13,
2005,01F,Colombo,Dehiwala,NLF,Chamil Jayaneththi,34,0.08,
2005,01F,Colombo,Dehiwala,ULF,Anura De Silva,20,0.05,
2005,01F,Colombo,Dehiwala,RPP,Aruna de Soyza,19,0.04,
2005,01F,Colombo,Dehiwala,SLNF,Wimal Geeganage,13,0.03,
2005,01F,Colombo,Dehiwala,SEP,Wije Dias,19,0.04,
2005,01F,Colombo,Dehiwala,DUA,A. K. J. Arachchige,15,0.03,
2005,01F,Colombo,Dehiwala,SLPF,P. Nelson Perera,5,0.01,
2005,01F,Colombo,Dehiwala,UNAF,H. S. Dharmadwaja,5,0.01,
2010,01F,Colombo,Dehiwala,UPFA,Mahinda Rajapaksa,19457,43.84,blue
2010,01F,Colombo,Dehiwala,NDF,Sarath Fonseka,24441,55.07,green
2010,01F,Colombo,Dehiwala,SLLP,A. S. P. Liyanage,63,0.14,
2010,01F,Colombo,Dehiwala,DUNF,M. C. M. Ismail,52,0.12,
2010,01F,Colombo,Dehiwala,UDF,C. J. Sugathsiri Gamage,33,0.07,
2010,01F,Colombo,Dehiwala,JSP,A. A. Suraweera,34,0.08,
2010,01F,Colombo,Dehiwala,Ind 1,W. V. M. Ranjith,39,0.09,
2010,01F,Colombo,Dehiwala,LF,Vikramabahu Karunaratne,73,0.16,
2010,01F,Colombo,Dehiwala,ONF,Lal Perera,18,0.04,
2010,01F,Colombo,Dehiwala,NSH,Sarath Manamendra,22,0.05,
2010,01F,Colombo,Dehiwala,Ind 3,Ukkubanda Wijekoon,25,0.06,
2010,01F,Colombo,Dehiwala,Ind 5,M. K. Shivajilingam,43,0.1,
2010,01F,Colombo,Dehiwala,USP,Siritunga Jayasuriya,14,0.03,
2010,01F,Colombo,Dehiwala,Ind 2,Aithurus Mohamed Illias,19,0.04,
2010,01F,Colombo,Dehiwala,SEP,Wije Dias,12,0.03,
2010,01F,Colombo,Dehiwala,JP,Baththaramulle Seelarathana Thero,6,0.01,
2010,01F,Colombo,Dehiwala,NA,Sanath Pinnaduwa,8,0.02,
2010,01F,Colombo,Dehiwala,Ind 4,M. Mohamed Musthaffa,7,0.02,
2010,01F,Colombo,Dehiwala,UNAF,Sarath Kongahage,5,0.01,
2010,01F,Colombo,Dehiwala,RPP,Aruna de Soyza,2,0.0,
2010,01F,Colombo,Dehiwala,PNF,Senaratna de Silva,5,0.01,
2010,01F,Colombo,Dehiwala,ACAKO,M. B. Theminimulla,5,0.01,
2015,01F,Colombo,Dehiwala,I-AMI,Aithurus Mohamed Illias,28,0.06,
2015,01F,Colombo,Dehiwala,UPF,Maulawi Ibrahim Mohanmed Mishlar,39,0.08,
2015,01F,Colombo,Dehiwala,DNM,Prasanna Priyankara,9,0.02,
2015,01F,Colombo,Dehiwala,SLNF,Wimal Geeganage,3,0.01,
2015,01F,Colombo,Dehiwala,USP,Siritunga Jayasuriya,9,0.02,
2015,01F,Colombo,Dehiwala,AACAAKO,M. B. Theminimulla,5,0.01,
2015,01F,Colombo,Dehiwala,SEP,Pani Wijesiriwardane,12,0.03,
2015,01F,Colombo,Dehiwala,FSP,Duminda Nagamuwa,26,0.06,
2015,01F,Colombo,Dehiwala,SLLP,A. S. P. Liyanage,34,0.07,
2015,01F,Colombo,Dehiwala,NDF,Maithripala Sirisena,30955,65.63,green
2015,01F,Colombo,Dehiwala,ULPP,Ruwanthilaka Peduru Arachchi,17,0.04,
2015,01F,Colombo,Dehiwala,I-AP,Anuruddha Polgampala,8,0.02,
2015,01F,Colombo,Dehiwala,JSP,Baththaramulle Seelarathana Thero,21,0.04,
2015,01F,Colombo,Dehiwala,NSH,Sarath Manamendra,6,0.01,
2015,01F,Colombo,Dehiwala,PNF,Arachchige Rathnayaka Sirisena,32,0.07,
2015,01F,Colombo,Dehiwala,UPFA,Mahinda Rajapaksa,15932,33.78,blue
2015,01F,Colombo,Dehiwala,ONF,Namal Ajith Rajapaksa,14,0.03,
2015,01F,Colombo,Dehiwala,NSSP,Sundaram Mahendran,14,0.03,red
2015,01F,Colombo,Dehiwala,ULGC,Jayantha Kulathunga,5,0.01,
1982,01G,Colombo,Ratmalana,UNP,Junius Richard Jayewardene,21280,55.88,green
1982,01G,Colombo,Ratmalana,SLFP,Hector Kobbekaduwa,14111,37.05,blue
1982,01G,Colombo,Ratmalana,JVP,Rohana Wijeweera,1670,4.39,red
1982,01G,Colombo,Ratmalana,LSSP,Colvin Reginald de Silva,778,2.04,red
1982,01G,Colombo,Ratmalana,ACTC,Kumar Ponnambalam,99,0.26,yellow
1982,01G,Colombo,Ratmalana,NSSP,Vasudeva Nanayakkara,146,0.38,red
1988,01G,Colombo,Ratmalana,UNP,Ranasinghe Premadasa,18409,47.82,green
1988,01G,Colombo,Ratmalana,SLFP,Sirimavo Bandaranaike,18308,47.55,blue
1988,01G,Colombo,Ratmalana,SLPP,Oswin Abeygunasekara,1783,4.63,purple
1994,01G,Colombo,Ratmalana,PA,Chandrika Kumaratunga,28666,69.04,blue
1994,01G,Colombo,Ratmalana,UNP,Srimathi Dissanayake,12275,29.56,green
1994,01G,Colombo,Ratmalana,SMBP,Harischandra Wijayatunga,273,0.66,
1994,01G,Colombo,Ratmalana,Ind 1,Arthur Jayasena Ranasinghe,151,0.36,
1994,01G,Colombo,Ratmalana,Ind 2,Hudson Samarasinghe,83,0.2,
1994,01G,Colombo,Ratmalana,SLPF,G. A. Nihal,71,0.17,
1999,01G,Colombo,Ratmalana,PA,Chandrika Kumaratunga,22868,52.02,blue
1999,01G,Colombo,Ratmalana,UNP,Ranil Wickremesinghe,17572,39.97,green
1999,01G,Colombo,Ratmalana,JVP,M. D. Nandana Gunathilake,2514,5.72,red
1999,01G,Colombo,Ratmalana,SMBP,Harischandra Wijayatunga,485,1.1,
1999,01G,Colombo,Ratmalana,LDA,Vasudeva Nanayakkara,203,0.46,
1999,01G,Colombo,Ratmalana,SLMP,Abdul Rasool,94,0.21,purple
1999,01G,Colombo,Ratmalana,Liberal,Rajiva Wijesinha,55,0.13,
1999,01G,Colombo,Ratmalana,Ind 1,T. Edirisuriya,60,0.14,
1999,01G,Colombo,Ratmalana,Ind 2,W. V. M. Ranjith,42,0.1,
1999,01G,Colombo,Ratmalana,PLSF,Kamal Karunadasa,36,0.08,
1999,01G,Colombo,Ratmalana,Ind 3,Hudson Samarasinghe,10,0.02,
1999,01G,Colombo,Ratmalana,DUNF,A. Dissanayaka,18,0.04,
1999,01G,Colombo,Ratmalana,PFF,A. W. Premawardhana,7,0.02,
2005,01G,Colombo,Ratmalana,UNP,Ranil Wickremesinghe,23743,48.28,green
2005,01G,Colombo,Ratmalana,UPFA,Mahinda Rajapaksa,25004,50.84,blue
2005,01G,Colombo,Ratmalana,USP,Siritunga Jayasuriya,92,0.19,
2005,01G,Colombo,Ratmalana,ULPP,Victor Hettigoda,121,0.25,
2005,01G,Colombo,Ratmalana,JSP,A. A. Suraweera,76,0.15,
2005,01G,Colombo,Ratmalana,NLF,Chamil Jayaneththi,36,0.07,
2005,01G,Colombo,Ratmalana,ULF,Anura De Silva,26,0.05,
2005,01G,Colombo,Ratmalana,RPP,Aruna de Soyza,23,0.05,
2005,01G,Colombo,Ratmalana,SLNF,Wimal Geeganage,22,0.04,
2005,01G,Colombo,Ratmalana,SEP,Wije Dias,17,0.03,
2005,01G,Colombo,Ratmalana,DUA,A. K. J. Arachchige,16,0.03,
2005,01G,Colombo,Ratmalana,SLPF,P. Nelson Perera,3,0.01,
2005,01G,Colombo,Ratmalana,UNAF,H. S. Dharmadwaja,2,0.0,
2010,01G,Colombo,Ratmalana,UPFA,Mahinda Rajapaksa,26215,53.16,blue
2010,01G,Colombo,Ratmalana,NDF,Sarath Fonseka,22589,45.8,green
2010,01G,Colombo,Ratmalana,SLLP,A. S. P. Liyanage,71,0.14,
2010,01G,Colombo,Ratmalana,DUNF,M. C. M. Ismail,46,0.09,
2010,01G,Colombo,Ratmalana,UDF,C. J. Sugathsiri Gamage,44,0.09,
2010,01G,Colombo,Ratmalana,JSP,A. A. Suraweera,59,0.12,
2010,01G,Colombo,Ratmalana,Ind 1,W. V. M. Ranjith,45,0.09,
2010,01G,Colombo,Ratmalana,LF,Vikramabahu Karunaratne,55,0.11,
2010,01G,Colombo,Ratmalana,ONF,Lal Perera,24,0.05,
2010,01G,Colombo,Ratmalana,NSH,Sarath Manamendra,22,0.04,
2010,01G,Colombo,Ratmalana,Ind 3,Ukkubanda Wijekoon,22,0.04,
2010,01G,Colombo,Ratmalana,Ind 5,M. K. Shivajilingam,17,0.03,
2010,01G,Colombo,Ratmalana,USP,Siritunga Jayasuriya,22,0.04,
2010,01G,Colombo,Ratmalana,Ind 2,Aithurus Mohamed Illias,24,0.05,
2010,01G,Colombo,Ratmalana,SEP,Wije Dias,17,0.03,
2010,01G,Colombo,Ratmalana,JP,Baththaramulle Seelarathana Thero,7,0.01,
2010,01G,Colombo,Ratmalana,NA,Sanath Pinnaduwa,10,0.02,
2010,01G,Colombo,Ratmalana,Ind 4,M. Mohamed Musthaffa,7,0.01,
2010,01G,Colombo,Ratmalana,UNAF,Sarath Kongahage,7,0.01,
2010,01G,Colombo,Ratmalana,RPP,Aruna de Soyza,3,0.01,
2010,01G,Colombo,Ratmalana,PNF,Senaratna de Silva,6,0.01,
2010,01G,Colombo,Ratmalana,ACAKO,M. B. Theminimulla,4,0.01,
2015,01G,Colombo,Ratmalana,I-AMI,Aithurus Mohamed Illias,18,0.03,
2015,01G,Colombo,Ratmalana,UPF,Maulawi Ibrahim Mohanmed Mishlar,26,0.05,
2015,01G,Colombo,Ratmalana,DNM,Prasanna Priyankara,7,0.01,
2015,01G,Colombo,Ratmalana,SLNF,Wimal Geeganage,7,0.01,
2015,01G,Colombo,Ratmalana,USP,Siritunga Jayasuriya,22,0.04,
2015,01G,Colombo,Ratmalana,AACAAKO,M. B. Theminimulla,10,0.02,
2015,01G,Colombo,Ratmalana,SEP,Pani Wijesiriwardane,15,0.03,
2015,01G,Colombo,Ratmalana,FSP,Duminda Nagamuwa,29,0.05,
2015,01G,Colombo,Ratmalana,SLLP,A. S. P. Liyanage,29,0.05,
2015,01G,Colombo,Ratmalana,NDF,Maithripala Sirisena,29554,55.76,green
2015,01G,Colombo,Ratmalana,ULPP,Ruwanthilaka Peduru Arachchi,25,0.05,
2015,01G,Colombo,Ratmalana,I-AP,Anuruddha Polgampala,11,0.02,
2015,01G,Colombo,Ratmalana,JSP,Baththaramulle Seelarathana Thero,24,0.05,
2015,01G,Colombo,Ratmalana,NSH,Sarath Manamendra,9,0.02,
2015,01G,Colombo,Ratmalana,PNF,Arachchige Rathnayaka Sirisena,30,0.06,
2015,01G,Colombo,Ratmalana,UPFA,Mahinda Rajapaksa,23144,43.66,blue
2015,01G,Colombo,Ratmalana,ONF,Namal Ajith Rajapaksa,31,0.06,
2015,01G,Colombo,Ratmalana,NSSP,Sundaram Mahendran,10,0.02,red
2015,01G,Colombo,Ratmalana,ULGC,Jayantha Kulathunga,3,0.01,
1982,01H,Colombo,Kolonnawa,UNP,Junius Richard Jayewardene,25221,51.35,green
1982,01H,Colombo,Kolonnawa,SLFP,Hector Kobbekaduwa,21153,43.07,blue
1982,01H,Colombo,Kolonnawa,JVP,Rohana Wijeweera,2125,4.33,red
1982,01H,Colombo,Kolonnawa,LSSP,Colvin Reginald de Silva,504,1.03,red
1982,01H,Colombo,Kolonnawa,ACTC,Kumar Ponnambalam,29,0.06,yellow
1982,01H,Colombo,Kolonnawa,NSSP,Vasudeva Nanayakkara,86,0.18,red
1988,01H,Colombo,Kolonnawa,UNP,Ranasinghe Premadasa,23895,46.53,green
1988,01H,Colombo,Kolonnawa,SLFP,Sirimavo Bandaranaike,25050,48.78,blue
1988,01H,Colombo,Kolonnawa,SLPP,Oswin Abeygunasekara,2411,4.69,purple
1994,01H,Colombo,Kolonnawa,PA,Chandrika Kumaratunga,40296,64.48,blue
1994,01H,Colombo,Kolonnawa,UNP,Srimathi Dissanayake,21313,34.1,green
1994,01H,Colombo,Kolonnawa,SMBP,Harischandra Wijayatunga,330,0.53,
1994,01H,Colombo,Kolonnawa,Ind 1,Arthur Jayasena Ranasinghe,201,0.32,
1994,01H,Colombo,Kolonnawa,Ind 2,Hudson Samarasinghe,202,0.32,
1994,01H,Colombo,Kolonnawa,SLPF,G. A. Nihal,156,0.25,
1999,01H,Colombo,Kolonnawa,PA,Chandrika Kumaratunga,36907,52.62,blue
1999,01H,Colombo,Kolonnawa,UNP,Ranil Wickremesinghe,28681,40.9,green
1999,01H,Colombo,Kolonnawa,JVP,M. D. Nandana Gunathilake,3385,4.83,red
1999,01H,Colombo,Kolonnawa,SMBP,Harischandra Wijayatunga,468,0.67,
1999,01H,Colombo,Kolonnawa,LDA,Vasudeva Nanayakkara,188,0.27,
1999,01H,Colombo,Kolonnawa,SLMP,Abdul Rasool,107,0.15,purple
1999,01H,Colombo,Kolonnawa,Liberal,Rajiva Wijesinha,93,0.13,
1999,01H,Colombo,Kolonnawa,Ind 1,T. Edirisuriya,113,0.16,
1999,01H,Colombo,Kolonnawa,Ind 2,W. V. M. Ranjith,97,0.14,
1999,01H,Colombo,Kolonnawa,PLSF,Kamal Karunadasa,42,0.06,
1999,01H,Colombo,Kolonnawa,Ind 3,Hudson Samarasinghe,23,0.03,
1999,01H,Colombo,Kolonnawa,DUNF,A. Dissanayaka,16,0.02,
1999,01H,Colombo,Kolonnawa,PFF,A. W. Premawardhana,13,0.02,
2005,01H,Colombo,Kolonnawa,UNP,Ranil Wickremesinghe,40744,49.67,green
2005,01H,Colombo,Kolonnawa,UPFA,Mahinda Rajapaksa,40616,49.51,blue
2005,01H,Colombo,Kolonnawa,USP,Siritunga Jayasuriya,178,0.22,
2005,01H,Colombo,Kolonnawa,ULPP,Victor Hettigoda,117,0.14,
2005,01H,Colombo,Kolonnawa,JSP,A. A. Suraweera,166,0.2,
2005,01H,Colombo,Kolonnawa,NLF,Chamil Jayaneththi,47,0.06,
2005,01H,Colombo,Kolonnawa,ULF,Anura De Silva,34,0.04,
2005,01H,Colombo,Kolonnawa,RPP,Aruna de Soyza,36,0.04,
2005,01H,Colombo,Kolonnawa,SLNF,Wimal Geeganage,27,0.03,
2005,01H,Colombo,Kolonnawa,SEP,Wije Dias,24,0.03,
2005,01H,Colombo,Kolonnawa,DUA,A. K. J. Arachchige,19,0.02,
2005,01H,Colombo,Kolonnawa,SLPF,P. Nelson Perera,13,0.02,
2005,01H,Colombo,Kolonnawa,UNAF,H. S. Dharmadwaja,7,0.01,
2010,01H,Colombo,Kolonnawa,UPFA,Mahinda Rajapaksa,46002,53.19,blue
2010,01H,Colombo,Kolonnawa,NDF,Sarath Fonseka,39497,45.67,green
2010,01H,Colombo,Kolonnawa,SLLP,A. S. P. Liyanage,178,0.21,
2010,01H,Colombo,Kolonnawa,DUNF,M. C. M. Ismail,135,0.16,
2010,01H,Colombo,Kolonnawa,UDF,C. J. Sugathsiri Gamage,120,0.14,
2010,01H,Colombo,Kolonnawa,JSP,A. A. Suraweera,106,0.12,
2010,01H,Colombo,Kolonnawa,Ind 1,W. V. M. Ranjith,96,0.11,
2010,01H,Colombo,Kolonnawa,LF,Vikramabahu Karunaratne,43,0.05,
2010,01H,Colombo,Kolonnawa,ONF,Lal Perera,63,0.07,
2010,01H,Colombo,Kolonnawa,NSH,Sarath Manamendra,47,0.05,
2010,01H,Colombo,Kolonnawa,Ind 3,Ukkubanda Wijekoon,28,0.03,
2010,01H,Colombo,Kolonnawa,Ind 5,M. K. Shivajilingam,15,0.02,
2010,01H,Colombo,Kolonnawa,USP,Siritunga Jayasuriya,39,0.05,
2010,01H,Colombo,Kolonnawa,Ind 2,Aithurus Mohamed Illias,36,0.04,
2010,01H,Colombo,Kolonnawa,SEP,Wije Dias,17,0.02,
2010,01H,Colombo,Kolonnawa,JP,Baththaramulle Seelarathana Thero,10,0.01,
2010,01H,Colombo,Kolonnawa,NA,Sanath Pinnaduwa,15,0.02,
2010,01H,Colombo,Kolonnawa,Ind 4,M. Mohamed Musthaffa,7,0.01,
2010,01H,Colombo,Kolonnawa,UNAF,Sarath Kongahage,7,0.01,
2010,01H,Colombo,Kolonnawa,RPP,Aruna de Soyza,14,0.02,
2010,01H,Colombo,Kolonnawa,PNF,Senaratna de Silva,7,0.01,
2010,01H,Colombo,Kolonnawa,ACAKO,M. B. Theminimulla,4,0.0,
2015,01H,Colombo,Kolonnawa,I-AMI,Aithurus Mohamed Illias,62,0.06,
2015,01H,Colombo,Kolonnawa,UPF,Maulawi Ibrahim Mohanmed Mishlar,129,0.13,
2015,01H,Colombo,Kolonnawa,DNM,Prasanna Priyankara,8,0.01,
2015,01H,Colombo,Kolonnawa,SLNF,Wimal Geeganage,10,0.01,
2015,01H,Colombo,Kolonnawa,USP,Siritunga Jayasuriya,27,0.03,
2015,01H,Colombo,Kolonnawa,AACAAKO,M. B. Theminimulla,18,0.02,
2015,01H,Colombo,Kolonnawa,SEP,Pani Wijesiriwardane,28,0.03,
2015,01H,Colombo,Kolonnawa,FSP,Duminda Nagamuwa,46,0.05,
2015,01H,Colombo,Kolonnawa,SLLP,A. S. P. Liyanage,90,0.09,
2015,01H,Colombo,Kolonnawa,NDF,Maithripala Sirisena,56835,58.39,green
2015,01H,Colombo,Kolonnawa,ULPP,Ruwanthilaka Peduru Arachchi,86,0.09,
2015,01H,Colombo,Kolonnawa,I-AP,Anuruddha Polgampala,21,0.02,
2015,01H,Colombo,Kolonnawa,JSP,Baththaramulle Seelarathana Thero,38,0.04,
2015,01H,Colombo,Kolonnawa,NSH,Sarath Manamendra,22,0.02,
2015,01H,Colombo,Kolonnawa,PNF,Arachchige Rathnayaka Sirisena,80,0.08,
2015,01H,Colombo,Kolonnawa,UPFA,Mahinda Rajapaksa,39767,40.86,blue
2015,01H,Colombo,Kolonnawa,ONF,Namal Ajith Rajapaksa,50,0.05,
2015,01H,Colombo,Kolonnawa,NSSP,Sundaram Mahendran,15,0.02,red
2015,01H,Colombo,Kolonnawa,ULGC,Jayantha Kulathunga,4,0.0,
1982,01I,Colombo,Kotte,UNP,Junius Richard Jayewardene,25129,59.35,green
1982,01I,Colombo,Kotte,SLFP,Hector Kobbekaduwa,14814,34.99,blue
1982,01I,Colombo,Kotte,JVP,Rohana Wijeweera,1731,4.09,red
1982,01I,Colombo,Kotte,LSSP,Colvin Reginald de Silva,527,1.24,red
1982,01I,Colombo,Kotte,ACTC,Kumar Ponnambalam,32,0.08,yellow
1982,01I,Colombo,Kotte,NSSP,Vasudeva Nanayakkara,108,0.26,red
1988,01I,Colombo,Kotte,UNP,Ranasinghe Premadasa,18834,43.19,green
1988,01I,Colombo,Kotte,SLFP,Sirimavo Bandaranaike,22607,51.85,blue
1988,01I,Colombo,Kotte,SLPP,Oswin Abeygunasekara,2163,4.96,purple
1994,01I,Colombo,Kotte,PA,Chandrika Kumaratunga,31646,64.66,blue
